Id,does-bruise-or-bleed,habitat,season,cap-diameter,stem-height,stem-width,class
8640,f,l,a,6.05,7.09,10.73,0
18623,f,d,a,8.31,7.03,20.12,1
23558,f,d,a,3.26,4.43,7.4,1
27052,t,d,u,11.65,4.92,21.89,0
7667,f,d,u,3.1,6.47,5.34,1
13112,f,g,a,0.89,4.79,1.01,1
48182,f,g,a,7.42,7.09,7.42,1
54712,f,d,a,5.09,3.07,10.91,0
39140,f,d,a,4.46,4.66,6.84,1
47674,f,g,a,3.95,12.18,7.0,1
40936,f,d,u,3.39,5.25,7.51,1
13315,f,g,a,0.58,3.57,0.95,1
40321,f,d,a,7.81,5.32,6.69,1
56235,f,d,w,5.55,1.35,14.02,1
37783,f,g,a,1.2,3.35,2.47,1
4590,f,d,u,2.56,4.94,3.94,0
29834,t,d,u,3.18,4.91,6.35,0
39482,t,g,a,3.94,4.66,11.38,1
32375,f,d,a,4.31,7.25,5.67,1
56949,f,d,a,10.38,5.34,20.41,0
51455,f,d,a,5.17,5.81,10.72,0
28135,t,d,a,6.43,4.36,12.19,1
53883,f,d,a,11.6,5.98,35.24,1
19180,f,g,u,4.34,5.64,7.76,1
37986,f,m,a,1.17,4.25,2.78,1
20736,f,m,a,2.81,4.52,6.08,0
53874,f,d,a,12.19,5.17,24.36,1
5429,f,g,w,8.67,6.3,16.78,0
16748,f,d,a,8.12,9.05,13.42,0
8249,f,l,u,3.14,7.99,3.91,1
11817,t,h,a,0.99,6.06,1.09,0
53529,t,d,u,10.44,6.16,14.81,1
49128,t,d,u,7.99,6.47,13.06,0
253,f,d,a,11.29,16.6,16.69,1
26511,f,d,u,6.33,5.7,10.41,1
26516,f,d,u,7.38,6.83,10.66,1
5516,f,d,w,10.18,7.09,21.81,0
28331,t,d,a,11.78,4.76,23.95,1
22177,f,d,u,3.97,3.47,7.56,0
46028,f,g,w,1.6,4.91,2.44,0
43025,t,m,u,13.09,10.77,17.81,0
39766,f,d,a,5.07,6.43,7.38,1
10814,f,d,u,1.75,5.2,1.87,1
36317,f,d,a,5.01,4.92,5.26,0
18446,f,d,a,6.59,7.35,18.12,1
45090,f,d,a,4.01,7.49,4.59,1
49591,t,d,u,7.63,6.24,13.78,0
24052,f,d,u,8.26,8.16,17.58,0
60397,f,l,s,3.88,3.9,16.73,0
50799,f,d,a,4.13,4.83,10.68,0
50678,f,d,a,2.27,2.87,7.67,0
39991,f,d,u,1.87,2.42,3.19,1
41150,f,d,u,5.38,4.41,5.75,1
295,f,d,w,14.81,18.52,18.29,1
50090,t,d,a,12.26,8.03,27.66,1
43400,t,g,a,8.53,8.74,14.97,1
35414,f,d,u,6.54,9.78,9.42,1
60517,f,l,s,6.02,5.71,19.87,0
430,f,d,u,6.59,8.28,15.21,1
39855,f,d,u,4.82,5.97,6.96,1
40898,f,d,u,3.02,5.27,7.61,1
5944,f,d,w,16.58,9.5,26.55,0
30397,t,d,u,10.57,6.41,18.02,0
55602,f,d,w,11.51,2.45,14.76,0
41572,f,d,u,11.99,13.07,26.59,1
53744,f,d,u,18.42,5.96,35.11,1
44495,f,d,a,8.09,15.6,17.72,1
44829,f,d,a,6.99,13.78,16.92,1
15252,f,d,a,8.63,5.29,23.71,0
59334,f,p,a,4.92,5.44,28.18,1
2225,f,d,a,7.48,12.6,12.91,1
60790,f,d,a,1.36,4.02,5.9,1
44921,f,d,u,3.09,5.04,4.2,1
2375,f,d,u,7.32,11.27,12.05,1
15900,f,d,u,6.92,5.09,10.91,0
49848,t,d,u,11.66,8.8,28.2,1
48488,f,d,a,21.25,22.37,78.08,0
6522,f,d,a,5.04,4.8,6.84,0
22494,t,d,a,6.06,8.47,17.36,0
36793,f,d,a,5.81,7.92,10.57,1
39180,f,d,a,3.75,4.61,6.12,1
44942,f,d,a,3.01,6.7,4.64,1
55056,f,d,a,3.33,6.83,7.07,0
38108,f,m,a,0.97,3.72,2.49,1
4038,f,d,u,2.57,5.37,3.4,1
60204,f,d,u,9.94,3.68,25.78,1
34613,f,m,u,1.74,5.38,2.79,1
28492,t,d,a,10.66,4.82,23.05,1
54779,f,d,a,3.41,5.97,7.16,0
37757,f,m,a,2.14,6.98,2.49,1
21557,f,d,w,7.57,5.36,14.94,0
43245,t,g,u,7.53,8.37,14.42,1
2749,f,d,a,5.79,11.88,12.33,0
46080,f,g,a,1.46,5.41,2.64,0
806,f,d,a,14.02,11.2,18.4,1
50993,f,d,u,8.41,8.38,30.0,1
31586,f,d,a,4.98,3.87,8.41,0
1374,t,d,a,11.32,10.51,15.09,0
45541,f,d,u,1.15,3.4,1.61,0
22374,t,d,u,5.91,6.93,14.69,0
6795,f,l,u,4.27,5.79,7.24,0
16766,f,d,a,6.42,7.88,10.82,0
57772,f,d,u,4.19,0.0,0.0,1
40735,f,d,a,3.64,4.63,6.88,1
60566,f,l,s,6.35,5.19,19.07,0
22496,t,d,a,9.2,7.46,16.34,0
16001,f,d,a,5.76,3.65,8.19,0
15154,f,d,a,9.63,9.31,14.54,0
45789,f,d,s,0.71,2.6,1.48,0
43689,t,l,a,9.62,9.19,17.64,0
24318,f,d,u,6.57,5.51,16.13,0
47467,f,g,u,3.09,8.96,2.47,1
36858,f,d,a,4.94,8.27,9.24,1
981,f,d,u,11.4,10.44,14.84,1
40101,f,d,a,2.66,4.16,3.56,1
15999,f,d,u,5.59,4.78,9.63,0
48252,f,d,a,7.3,8.24,7.66,1
58700,f,d,a,22.63,6.16,40.92,1
17952,f,g,u,7.7,7.01,13.24,0
57007,f,d,a,9.53,4.7,17.51,0
54754,f,d,a,3.13,6.12,7.11,0
7286,f,g,a,2.83,2.92,7.47,1
52994,f,g,u,8.32,5.95,11.94,0
43043,t,m,u,14.9,13.54,18.76,0
32758,f,g,a,3.0,3.33,2.6,1
18886,f,g,a,4.12,4.01,6.96,0
13976,f,d,u,5.68,12.29,6.91,1
59889,f,d,a,3.75,4.08,15.62,1
1001,f,d,u,13.3,10.92,14.55,1
30640,t,d,u,11.16,5.77,17.03,0
57562,f,d,a,4.27,0.0,0.0,1
13642,f,h,u,1.23,1.96,2.48,1
37655,f,m,s,2.46,7.37,2.69,1
53066,f,h,a,7.49,6.71,11.9,0
44947,f,d,a,3.83,6.03,4.5,1
5133,f,d,w,11.52,8.0,20.19,0
17499,f,m,u,7.12,7.1,34.25,0
58157,f,d,w,3.05,0.0,0.0,1
17018,f,d,a,5.46,5.14,11.79,1
43931,f,u,s,9.6,17.84,11.12,0
12694,f,d,a,1.33,5.21,1.93,0
43169,t,g,u,7.19,8.22,14.38,1
28818,t,d,u,7.3,6.74,8.76,1
41838,f,h,s,1.64,4.76,1.46,1
11140,f,d,u,2.52,6.32,2.24,1
60422,f,d,s,5.23,6.84,21.93,0
47475,f,g,u,3.12,9.61,2.66,1
57753,f,d,w,4.77,0.0,0.0,1
34060,f,d,a,9.06,5.86,11.43,1
26000,f,d,a,4.38,3.69,11.66,1
21464,f,d,w,4.28,6.74,9.23,0
60115,f,d,s,12.18,3.83,25.65,1
31428,f,d,u,4.91,3.6,8.71,0
49371,t,d,a,8.67,5.59,12.26,0
13731,f,h,a,1.61,2.01,2.7,1
998,f,d,a,10.76,10.84,14.69,1
15938,f,d,u,6.38,5.11,10.58,0
21492,f,d,a,3.97,5.84,7.26,0
21934,f,d,u,4.42,4.09,8.88,0
4411,f,l,u,1.9,5.66,3.06,0
34365,f,g,a,2.31,7.8,2.6,1
59163,f,d,u,5.1,3.97,6.33,1
13004,f,d,u,0.78,3.78,0.85,1
56294,f,d,w,6.0,1.27,10.98,1
22055,f,d,u,3.92,3.95,8.03,0
46432,f,d,u,4.35,6.62,3.8,0
37872,f,g,u,0.82,3.53,2.37,1
52567,f,d,u,8.84,7.13,14.13,0
33630,f,g,a,6.05,3.4,8.81,0
42831,t,m,u,10.57,8.4,16.58,0
35148,f,d,u,4.21,7.99,8.33,0
18094,f,d,u,6.38,6.24,9.29,0
16535,f,d,a,4.48,3.92,6.26,0
39539,f,d,u,5.15,6.59,6.7,1
5926,f,l,w,10.49,7.42,23.79,0
34225,f,d,w,7.35,4.94,10.07,1
58674,f,d,w,15.58,4.13,31.92,1
8257,f,l,u,3.5,7.73,4.08,1
22570,t,d,a,7.8,9.56,17.93,0
42309,f,g,u,6.24,5.42,12.82,0
51522,f,d,a,4.81,5.75,10.78,0
27076,t,d,u,11.36,5.94,22.78,0
28201,t,d,u,7.76,4.52,12.31,1
20308,f,g,a,5.86,5.95,12.27,0
7437,f,d,u,3.91,6.35,5.09,1
54532,f,d,a,5.17,4.03,12.22,0
52000,t,d,a,7.86,10.41,24.64,0
46711,f,d,u,4.05,6.62,7.87,0
55326,f,l,w,3.84,5.22,32.66,0
21186,f,d,w,3.96,5.94,7.54,0
891,f,d,u,13.37,11.19,15.4,1
48353,f,g,u,8.63,7.84,8.58,1
866,f,d,a,12.0,10.76,13.78,1
48987,t,d,u,11.17,8.45,22.33,0
22666,f,d,a,8.19,4.67,14.34,1
4613,f,d,u,2.43,6.23,4.34,0
41097,f,d,u,5.31,4.88,6.16,1
44744,f,d,a,6.47,12.81,17.12,1
1158,t,d,a,6.9,9.8,16.0,0
14940,f,d,a,8.87,8.88,14.56,0
35638,f,d,a,9.05,10.78,11.24,1
32346,f,m,u,3.21,5.22,3.83,1
20548,f,m,a,3.32,4.1,6.7,0
47029,f,g,a,1.57,4.94,2.61,1
40673,f,d,a,3.96,5.8,9.52,1
54800,f,d,a,3.41,6.89,7.63,0
15587,t,d,a,4.55,5.7,14.1,1
34152,f,d,w,6.34,4.37,9.6,1
40556,f,d,a,6.21,5.82,7.99,1
19726,f,m,a,1.5,2.57,5.49,1
39082,f,d,a,3.01,4.3,5.06,1
45014,f,d,u,3.79,5.33,4.32,1
41307,f,d,w,11.46,13.28,25.69,1
33926,f,d,w,7.58,4.49,10.39,1
55124,f,d,u,6.36,7.51,51.77,0
12014,f,l,u,3.16,4.27,5.32,1
27763,t,d,a,6.21,7.7,9.65,1
55915,f,d,u,7.73,4.25,23.33,0
11529,f,l,u,1.44,4.45,1.27,0
59622,f,d,u,3.28,5.71,27.97,1
47167,f,g,u,1.64,5.26,2.51,1
21778,f,d,w,6.68,5.82,14.22,0
29604,t,d,a,2.77,3.3,5.7,1
60803,f,d,a,1.12,3.1,4.49,1
28156,t,d,u,7.14,4.25,11.47,1
53408,t,d,u,13.77,6.39,18.1,1
34639,f,d,u,2.92,6.98,3.8,1
14730,f,d,a,5.13,7.38,6.02,0
39029,f,d,a,3.45,4.05,4.95,1
60667,f,d,s,4.06,3.47,19.53,0
43771,t,d,a,10.58,9.0,17.19,0
45126,f,d,u,2.84,5.91,4.28,1
19426,f,h,a,2.21,3.2,5.94,1
2358,f,d,a,7.26,13.77,13.41,1
13563,f,h,u,1.5,2.41,2.81,1
10149,f,d,a,0.58,3.46,0.91,1
32199,f,d,a,3.15,4.93,3.41,1
20145,f,m,a,9.48,6.48,13.55,0
49668,t,d,u,6.2,6.4,14.82,0
30056,t,d,a,11.25,8.45,16.59,1
8482,f,l,w,5.74,6.58,9.27,0
25391,f,d,u,16.37,7.72,25.22,0
3866,f,d,u,2.49,4.32,3.25,1
41231,f,d,u,7.39,6.33,6.85,1
46104,f,d,s,1.48,4.5,2.41,0
60399,f,d,s,4.78,4.84,18.31,0
30097,t,d,u,8.38,7.63,13.42,1
45610,f,d,w,1.23,3.22,1.75,0
56811,f,d,a,4.92,0.0,0.0,1
42928,t,m,u,14.95,10.84,18.02,0
8636,f,l,a,4.7,7.71,9.55,0
27263,t,d,u,17.27,6.09,30.57,1
9234,f,g,u,3.48,4.06,3.23,0
43705,t,d,a,10.1,8.88,16.38,0
1808,f,d,a,6.77,6.01,12.23,0
323,f,d,u,13.99,16.71,16.23,1
109,f,d,u,16.12,17.98,16.93,1
30130,t,d,a,8.01,8.58,15.41,1
53316,t,d,u,10.43,5.82,14.52,1
28967,t,d,u,5.82,5.92,5.65,1
45076,f,d,a,3.44,5.34,4.44,1
15068,f,d,w,9.38,8.07,13.27,0
34448,f,g,u,1.56,5.73,2.3,1
51981,t,d,u,5.9,10.85,23.38,0
14369,f,d,a,4.75,5.37,5.22,0
53341,t,d,a,11.11,6.48,16.13,1
12421,f,g,u,1.69,6.94,1.99,0
14193,f,d,w,5.48,5.09,4.54,0
36190,f,d,s,5.34,6.27,6.37,0
41679,f,g,u,1.64,4.23,1.5,1
24949,f,d,u,7.84,4.43,13.89,0
56511,f,d,a,3.56,0.0,0.0,1
446,f,d,u,7.18,7.54,15.97,1
17354,f,d,u,8.96,6.84,31.3,0
59007,f,d,u,4.13,2.93,4.47,1
41080,f,d,u,4.66,5.25,5.8,1
15067,f,d,a,11.95,10.78,17.52,0
48169,f,d,a,6.13,8.56,7.98,1
17106,f,d,a,6.12,5.99,11.58,1
55979,f,d,u,8.19,3.75,21.47,0
42605,f,w,a,4.22,3.83,11.03,0
49131,t,d,a,7.58,6.12,12.86,0
27984,t,d,u,7.81,4.56,13.17,1
22779,f,d,a,7.46,6.32,17.02,1
13992,f,d,u,6.19,14.38,7.76,1
53691,f,d,u,18.11,6.15,36.58,1
6197,f,d,w,5.1,5.6,11.0,1
44613,f,d,a,7.42,13.47,16.2,1
10143,f,d,u,0.81,4.1,0.93,1
38821,t,d,a,9.82,10.75,22.1,1
22314,t,d,u,7.8,8.23,18.72,0
14749,f,d,w,4.06,8.4,6.4,0
38870,f,d,a,4.45,5.01,6.4,1
25407,f,d,u,16.85,6.81,22.98,0
22012,f,d,u,3.75,4.07,7.88,0
53050,f,g,a,8.23,6.13,12.0,0
4582,f,l,a,1.71,4.79,2.28,0
16938,f,d,a,7.23,8.01,11.35,0
44442,f,d,s,6.11,9.8,12.7,1
14465,f,d,a,5.87,5.76,4.36,0
11928,t,h,u,0.84,5.59,1.08,0
14361,f,d,w,6.92,6.72,5.47,0
47071,f,g,a,1.39,5.05,2.51,1
13942,f,d,a,5.28,11.23,5.41,1
41725,f,g,u,1.59,4.98,1.59,1
56672,f,d,a,5.15,0.0,0.0,1
25635,f,d,u,6.57,6.45,18.02,1
36741,f,d,a,6.12,8.27,9.27,1
32432,f,m,a,3.77,5.97,4.32,1
56776,f,d,a,5.21,0.0,0.0,1
33018,f,g,u,1.86,3.87,2.48,1
10793,f,d,u,2.34,5.15,2.21,1
12607,f,d,a,1.78,7.02,2.47,0
8955,f,d,a,9.61,9.9,11.31,1
22170,f,d,u,3.62,3.54,8.93,0
16576,f,d,u,5.88,4.72,7.35,0
56131,f,d,w,6.58,1.55,16.13,1
60198,f,d,u,8.32,3.06,24.29,1
14710,f,d,w,4.04,6.17,5.11,0
46237,f,d,a,1.51,5.38,2.5,0
31688,f,d,u,6.39,6.83,9.74,0
16350,f,d,a,4.62,3.93,6.53,0
32932,f,g,u,2.14,4.05,2.31,1
27034,t,d,u,9.09,4.94,24.46,0
33460,f,d,u,13.6,9.48,18.6,1
33588,f,d,u,5.51,3.3,8.65,0
14385,f,d,a,6.07,5.24,3.8,0
41573,f,d,a,11.0,10.79,20.97,1
31279,f,d,s,8.72,7.76,8.96,0
16689,f,d,a,7.8,9.92,13.97,0
39759,f,d,a,4.01,6.28,6.42,1
48359,f,d,u,8.26,7.39,6.87,1
56687,f,d,a,3.86,0.0,0.0,1
46308,f,d,u,4.65,6.85,4.28,0
44136,f,d,a,6.34,10.86,12.63,1
2398,f,d,a,8.39,12.92,13.37,1
37432,f,m,a,1.77,6.92,2.32,1
29742,t,d,u,4.36,5.02,6.81,0
43341,t,d,u,8.35,8.5,15.09,1
35214,f,d,s,3.98,8.44,9.43,0
4588,f,l,a,2.74,7.8,3.49,0
42897,t,m,a,9.45,8.77,16.34,0
42111,f,g,u,6.06,4.8,13.61,0
50487,f,d,a,3.0,4.22,9.04,0
24698,f,d,a,8.89,6.5,14.9,0
20311,f,d,a,7.0,6.34,12.31,0
34238,f,d,a,6.22,4.57,10.3,1
21984,f,d,a,4.54,3.89,8.27,0
55324,f,l,u,4.01,5.94,47.7,0
41447,f,d,u,9.45,11.09,20.99,1
41934,f,g,u,1.4,4.08,1.31,1
6743,f,d,a,4.37,5.31,6.58,0
29117,t,d,a,6.65,5.56,6.03,1
3867,f,m,u,2.71,4.09,3.41,1
5197,f,d,a,11.13,9.17,20.58,0
9158,f,d,a,9.17,9.62,13.44,1
51877,f,d,a,18.3,16.08,36.41,0
7211,f,g,a,3.36,2.69,8.04,1
15602,t,d,u,7.12,6.36,14.93,1
13994,f,d,u,7.43,16.41,7.2,1
757,f,d,u,12.56,10.73,14.98,1
914,f,d,a,13.4,11.18,16.97,1
5335,f,d,a,10.16,8.56,20.51,0
44934,f,d,a,3.55,5.86,4.44,1
24916,f,d,a,8.36,4.36,14.26,0
15611,t,d,u,5.07,3.95,12.44,1
17787,f,d,a,8.38,8.22,16.76,0
47333,f,g,u,2.68,8.54,2.32,1
7026,f,l,a,5.3,5.96,7.41,0
7934,f,l,a,3.52,4.2,2.74,1
55007,f,d,a,3.39,7.04,8.57,0
19088,f,g,a,5.42,6.95,10.3,1
16932,f,d,a,7.92,9.98,14.07,0
50528,f,d,a,3.28,3.94,9.45,0
1574,f,d,u,9.06,11.29,15.24,1
28368,t,d,a,15.51,4.99,24.33,1
10760,f,d,a,2.09,5.08,2.25,1
22013,f,d,u,3.49,2.98,8.27,0
48081,f,g,u,6.59,7.18,7.61,1
33284,f,d,u,13.62,8.4,18.13,1
10363,f,d,u,4.76,7.42,4.55,0
53227,f,h,u,9.19,7.17,12.84,0
56592,f,d,a,4.63,0.0,0.0,1
35160,f,g,a,4.0,7.72,8.98,0
12098,f,l,u,3.22,5.45,6.12,1
47910,f,g,w,4.09,10.24,5.77,1
21819,f,d,w,5.5,4.39,10.95,0
31556,f,d,a,5.62,6.7,10.75,0
12940,f,d,u,0.84,3.68,0.72,1
14675,f,d,s,5.16,5.88,5.13,0
19412,f,g,u,4.75,6.22,6.88,1
27911,t,d,u,6.14,4.35,11.97,1
56769,f,d,a,4.09,0.0,0.0,1
34421,f,g,u,2.38,8.24,3.58,1
2887,f,d,a,14.82,22.89,18.51,0
11976,t,d,a,0.86,4.81,0.94,0
12388,f,g,a,1.62,6.02,2.1,0
31124,f,d,s,9.94,6.78,10.59,0
11138,f,d,u,2.48,7.61,2.42,1
37273,f,g,u,4.94,6.64,8.11,1
31106,f,d,a,8.93,5.34,9.04,0
5322,f,d,a,11.24,8.4,21.26,0
43699,t,l,a,10.15,9.45,18.24,0
45828,f,d,u,0.94,2.78,1.25,0
34057,f,d,w,7.19,4.64,10.4,1
19343,f,g,u,4.76,6.33,7.84,1
1687,f,d,u,9.06,10.56,14.1,1
35242,f,d,s,4.63,7.81,9.47,0
7321,f,g,u,2.86,3.18,7.73,1
41748,f,d,s,1.71,4.59,1.44,1
55586,f,d,w,14.8,2.62,17.11,0
30060,t,d,u,8.64,7.83,14.42,1
41072,f,d,a,6.32,5.34,6.82,1
19203,f,g,u,5.22,6.4,7.68,1
32724,f,g,u,2.47,3.11,2.21,1
3153,f,m,a,20.44,23.61,18.27,0
58425,f,d,s,52.83,5.39,37.19,0
37776,f,m,u,1.24,3.54,2.45,1
23565,f,d,a,3.34,3.65,6.3,1
16386,f,d,u,3.97,4.57,6.42,0
21379,f,d,w,3.42,5.69,6.08,0
14108,f,d,u,6.41,13.13,7.1,1
45188,f,d,s,3.07,5.61,2.45,0
44110,f,d,a,9.14,20.49,13.44,0
51136,f,d,u,8.49,9.82,27.82,1
21091,f,g,u,3.61,5.16,6.27,1
18270,f,d,a,7.04,6.29,10.23,0
53598,t,h,a,11.03,7.49,17.1,1
41758,f,d,s,1.31,4.25,1.19,1
17300,f,m,u,7.83,8.09,31.16,0
9460,f,g,u,3.18,4.27,2.8,0
29372,t,d,a,2.85,3.96,6.6,1
55051,f,d,a,4.07,7.03,7.69,0
60748,f,d,a,1.19,3.25,5.46,1
1465,f,d,a,9.06,11.2,16.44,1
40755,f,d,u,3.56,5.51,11.1,1
37636,f,m,u,2.07,9.14,2.75,1
50076,t,d,u,12.08,9.25,32.24,1
32352,f,d,u,3.31,5.24,4.0,1
2120,f,d,a,9.1,13.79,13.68,1
20682,f,m,a,3.44,4.0,5.62,0
14370,f,d,u,6.11,5.59,4.65,0
22354,t,d,u,6.82,6.54,11.89,0
30437,t,d,a,8.93,4.51,17.0,0
50088,t,d,u,14.48,8.94,30.96,1
13046,f,d,a,0.64,3.54,0.66,1
26894,t,d,a,9.98,6.39,23.27,0
16693,f,d,a,7.48,9.36,13.23,0
48874,t,d,u,12.06,9.03,23.58,0
18156,f,l,a,8.17,6.27,10.0,0
20385,f,d,a,5.0,5.71,12.49,0
35629,f,d,a,6.94,8.82,9.56,1
29344,t,d,a,3.21,3.89,5.99,1
37443,f,m,u,1.98,8.28,2.45,1
41591,f,d,w,8.31,10.68,18.94,1
1726,f,d,u,7.11,10.29,13.23,1
45315,f,d,s,3.0,6.22,2.8,0
37252,f,d,u,4.16,5.57,6.96,1
13205,f,g,u,0.76,5.14,1.16,1
7925,f,d,a,4.92,4.84,3.3,1
11501,f,d,a,1.48,4.65,1.41,0
55826,f,d,a,9.93,6.13,26.24,0
8579,f,l,w,5.11,6.67,8.8,0
23027,f,d,a,9.75,11.6,32.44,1
31975,f,g,a,4.13,4.38,3.29,1
6098,f,d,a,5.72,5.58,8.79,1
59042,f,d,u,5.45,3.16,4.85,1
35887,f,d,a,4.53,4.79,4.97,1
60979,f,d,a,1.2,4.07,5.89,1
22160,f,d,u,4.0,4.2,7.88,0
20243,f,g,w,5.82,4.99,11.95,0
22761,f,d,a,6.1,4.65,14.16,1
23117,f,d,u,8.62,12.12,29.42,1
6725,f,l,u,4.99,6.08,8.09,0
12487,f,h,a,1.77,6.88,2.97,0
9757,f,l,a,1.17,3.13,1.75,1
8686,f,l,w,6.0,7.51,11.64,0
45478,f,d,w,2.84,6.03,2.64,0
47187,f,g,u,1.34,4.39,2.22,1
27607,t,d,a,5.91,6.02,8.56,1
22850,f,d,a,5.87,4.78,13.4,1
23116,f,d,u,8.6,8.53,25.08,1
53763,f,d,a,13.54,6.06,39.4,1
33846,f,g,u,6.48,3.37,8.09,0
54631,f,d,a,7.89,6.43,17.39,0
30781,t,d,u,8.69,5.45,11.8,1
51295,f,d,u,4.09,5.32,8.92,0
20292,f,g,a,5.75,5.23,12.08,0
56095,f,d,a,9.93,4.67,23.58,0
18246,f,m,u,7.33,6.67,10.82,0
46832,f,d,a,4.02,6.28,6.22,0
11733,t,h,a,1.54,5.8,1.01,0
4293,f,l,a,1.5,4.61,3.29,0
32508,f,g,u,2.74,3.12,2.4,1
21734,f,d,u,6.02,5.47,15.27,0
19337,f,g,a,4.57,6.2,7.55,1
29899,t,d,a,3.56,4.63,5.73,0
37295,f,m,u,3.86,6.11,8.04,1
12540,f,d,a,1.49,5.42,2.32,0
10693,f,d,a,2.62,5.35,2.3,1
43798,f,u,s,9.15,18.51,12.88,0
27860,t,d,a,5.09,7.47,7.68,1
27448,t,d,w,17.48,6.87,30.97,1
46993,f,g,a,1.36,4.49,2.22,1
36678,f,d,u,3.74,8.03,7.22,1
7544,f,l,u,4.71,6.32,4.91,1
47036,f,g,a,1.69,5.22,2.58,1
46258,f,d,u,4.45,7.18,4.09,0
50917,f,d,u,7.95,9.69,30.6,1
20209,f,d,a,5.28,5.96,12.42,0
54766,f,d,a,3.58,6.87,7.72,0
13056,f,d,a,0.65,3.4,0.7,1
25707,f,d,a,7.53,4.87,16.89,1
28267,t,l,a,13.88,4.93,26.63,1
9953,f,d,a,0.87,4.8,1.12,1
12663,f,g,u,1.67,5.37,1.82,0
4817,f,d,w,2.19,4.82,3.69,0
13673,f,h,u,1.78,2.38,2.47,1
6160,f,d,w,5.09,5.56,10.21,1
11073,f,d,a,2.51,6.56,2.47,1
56719,f,d,a,5.79,0.0,0.0,1
13939,f,d,a,6.48,10.5,7.2,1
32074,f,g,a,4.3,4.41,3.04,1
16870,f,d,a,7.85,9.05,13.77,0
15204,f,d,a,11.84,8.0,26.9,0
10207,f,d,s,0.73,4.03,0.95,1
59653,f,p,a,3.11,5.68,31.33,1
9586,f,d,u,1.18,3.65,1.71,1
4761,f,d,w,2.11,5.92,4.18,0
45211,f,d,u,2.87,6.52,2.71,0
9992,f,d,a,0.73,4.17,1.08,1
16284,f,d,u,4.78,5.36,8.25,0
34983,f,g,u,3.99,7.94,7.81,0
6992,f,d,u,5.26,7.07,8.42,0
15064,f,d,a,7.63,6.73,15.22,0
15357,f,d,w,9.21,6.48,24.06,0
41814,f,g,a,1.33,3.94,1.4,1
15266,f,d,w,12.05,8.81,26.88,0
20553,f,g,u,2.47,3.72,6.32,0
35976,f,d,w,4.7,4.54,6.01,1
19760,f,m,a,2.57,2.72,5.79,1
52763,t,d,a,6.0,6.82,17.12,0
29600,t,d,u,3.51,3.22,6.02,1
51840,f,d,a,17.8,13.55,34.59,0
55653,f,d,w,13.12,2.47,12.62,0
49231,t,d,a,8.48,7.11,12.69,0
6514,f,l,a,6.35,4.78,8.62,0
4480,f,l,a,3.24,7.36,3.97,0
12591,f,d,a,1.23,5.66,2.06,0
30592,t,d,u,8.67,6.27,16.19,0
27437,t,d,a,15.19,4.85,24.6,1
49942,t,d,a,16.27,9.98,32.24,1
12211,f,l,a,3.2,5.0,4.71,1
3750,f,d,u,3.83,4.55,3.49,1
22197,f,d,a,4.74,4.39,10.08,0
9248,f,g,a,4.26,5.0,2.98,0
1741,f,d,a,9.15,11.04,16.04,1
6817,f,l,u,4.57,6.8,7.39,0
40056,f,p,u,3.03,3.3,3.41,1
57191,f,d,w,1.42,2.7,1.27,1
30715,t,d,u,7.89,3.98,11.87,1
10279,f,d,u,4.58,5.33,3.8,0
54623,f,d,a,5.53,3.2,11.57,0
54414,f,d,a,5.21,5.32,14.15,0
28781,t,d,u,5.35,6.2,8.33,1
55315,f,d,a,4.95,7.16,49.65,0
6123,f,l,a,5.32,5.27,9.86,1
23794,f,d,a,4.16,5.72,6.59,1
47110,f,g,u,1.37,4.81,2.21,1
47319,f,g,a,3.12,9.44,2.72,1
16489,f,d,u,4.17,3.92,6.93,0
60880,f,d,u,1.17,3.15,5.36,1
20000,f,m,a,5.28,7.15,7.95,1
40971,f,d,u,6.52,5.78,6.71,1
15163,f,d,a,9.77,8.98,14.81,0
5823,f,l,a,13.81,9.36,26.39,0
60024,f,d,s,9.13,3.18,25.46,1
34503,f,g,a,1.92,7.66,2.45,1
26242,f,d,u,10.13,8.47,25.39,0
25520,f,d,a,7.02,5.01,15.93,1
34560,f,g,a,1.99,7.6,2.82,1
11679,t,h,a,1.02,5.42,0.98,0
26390,f,d,w,11.76,7.29,21.47,0
38768,t,d,a,9.96,9.24,21.29,1
51473,f,d,u,3.81,6.83,12.12,0
12670,f,d,a,1.23,5.59,2.05,0
28919,t,d,a,5.75,5.65,9.09,1
43108,t,d,u,8.71,9.71,17.43,1
9557,f,l,u,0.9,2.89,1.36,1
9611,f,l,u,0.91,2.75,1.36,1
25244,f,d,w,12.74,7.05,21.69,0
5329,f,g,a,8.86,6.79,18.62,0
50398,t,d,a,9.69,7.86,24.72,1
47185,f,g,u,1.65,5.34,2.58,1
19827,f,g,u,5.17,4.79,5.25,1
2298,f,d,u,6.45,11.76,12.09,1
34383,f,g,a,1.63,6.67,2.85,1
18294,f,m,a,6.62,6.28,11.21,0
41320,f,d,u,11.99,13.94,24.25,1
6602,f,h,a,5.5,5.69,8.12,0
14904,f,d,u,12.36,8.83,14.04,0
14250,f,d,u,5.62,5.76,5.38,0
8019,f,d,u,3.48,4.71,3.44,1
38957,f,d,a,3.89,4.45,5.32,1
34470,f,g,a,2.17,7.49,2.8,1
776,f,d,u,12.1,10.49,14.84,1
26499,f,d,a,7.37,6.02,10.87,1
